reviewStatus,compilerDecision,compilerNotes,queueRank,queueBucket,candidateId,lane,suggestedAction,priority,chapter,date,title,whyOpen,score,naid,sourceSeries,sourceNote,researchNote,catalogUrl,pdfUrl
,,,642,Open first,BC 008,Blackwill Chronological Files,Open or screen chronological packet,Open packet first,Turkey,1989-06-01,June 1989 [7],SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greece | Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey,142,453248089,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, June 1989 [7].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248089. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Turkey, Turkish, Ozal, Ozal + Turkey, Greece / Turkey / Cyprus, memorandum of conversation, telephone conversation. OCR status: Full PDF OCR reviewed. OCR signals: SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister. PDF extent: 75 pages. Digital object: 41-bpr-nsc-blackwill_chron-30545-007.pdf. Catalog: https://catalog.archives.gov/id/453248089.",https://catalog.archives.gov/id/453248089,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30545-007.pdf
,,,632,Open first,CC 065,Central Chronological Files,Open or screen packet index,Open packet first,Cyprus,1989-11-01,November 1989 [2],13a. Memorandum To: Brent Scowcroft From: Robert Hutchings 11/15/89 (1) Re: Message to Vassiliou (1 pp.) | 13b. Letter To: President Vassiliou From: President Bush n.d. (b)(1) Re: Cyprus (1 pp.) | Zolotas + telcon | Vassiliou + telcon | Greece / Turkey / Cyprus + telcon | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,92,470761667,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, November 1989 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761667. Query hit(s): Zolotas + telcon, Vassiliou + telcon, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 13a. Memorandum To: Brent Scowcroft From: Robert Hutchings 11/15/89 (1) Re: Message to Vassiliou (1 pp.) | 13b. Letter To: President Vassiliou From: President Bush n.d. (b)(1) Re: Cyprus (1 pp.). PDF extent: 129 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30502-002.pdf. Catalog: https://catalog.archives.gov/id/470761667.",https://catalog.archives.gov/id/470761667,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30502-002.pdf
,,,629,Open first,CC 045,Central Chronological Files,Open or screen packet index,Open packet first,Turkey,1992-02-01,February 1992 [4],05b. Memorandum To: President Bush From: Brent Scowcroft n.d. (4!) vA Re: Letter to Demirel (1 pp.) | Re: Letter to Demirel (1 pp.) 06. Report Government Report (1 pp.) 2/7/92 (b)(1) | 06. Report Government Report (1 pp.) 2/7/92 (b)(1) | Demirel + memcon | Demirel + telcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + memcon | Greece / Turkey / Cyprus + telcon | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,129,470761797,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, February 1992 [4].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761797. Query hit(s): Demirel + memcon, Demirel + telcon, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + memcon, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 05b. Memorandum To: President Bush From: Brent Scowcroft n.d. (4!) vA Re: Letter to Demirel (1 pp.) | Re: Letter to Demirel (1 pp.) 06. Report Government Report (1 pp.) 2/7/92 (b)(1) | 06. Report Government Report (1 pp.) 2/7/92 (b)(1). PDF extent: 144 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30523-006.pdf. Catalog: https://catalog.archives.gov/id/470761797.",https://catalog.archives.gov/id/470761797,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30523-006.pdf
,,,624,Open first,BC 010,Blackwill Chronological Files,Open or screen chronological packet,Open packet first,Turkey,1989-08-01,August 1989 [5],Ambassador from Turkey | Greece | Greek | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey | Greece / Turkey / Cyprus,124,453248099,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, August 1989 [5].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248099. Query hit(s): Greece, Greek, Cyprus, Turkey, Turkish, Ozal, Ozal + Turkey, Greece / Turkey / Cyprus, memorandum of conversation, telephone conversation. OCR status: First four pages OCR reviewed. OCR signals: Ambassador from Turkey. PDF extent: 110 pages. Digital object: 41-bpr-nsc-blackwill_chron-30547-003.pdf. Catalog: https://catalog.archives.gov/id/453248099.",https://catalog.archives.gov/id/453248099,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30547-003.pdf
,,,615,Open first,CC 053,Central Chronological Files,Open or screen packet index,Open packet first,Turkey,1991-01-01,January 1991 [3],03a. Memorandum To: Brent Scowcroft From: Nicholas Burns 1/17/91 (b)(1) S Re: Presidential Message to President Ozal (1 pp.) | 03b. Memorandum To: President Bush From: Brent Scowcroft 1/17/91 (b)(1) S Re: Telephone Call to President Ozal (1 pp.) | 03c. Talking Points Points to be Made for Call to President Ozal (1 pp.) n.d. (b)(1) | Mitsotakis + memcon | Mitsotakis + telcon | Mitsotakis + memorandum of conversation | Ozal + memcon | Ozal + telcon | Turkey + memorandum of conversation,115,470761737,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, January 1991 [3].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761737. Query hit(s): Mitsotakis + memcon, Mitsotakis + telcon, Mitsotakis + memorandum of conversation, Ozal + memcon, Ozal + telcon, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 03a. Memorandum To: Brent Scowcroft From: Nicholas Burns 1/17/91 (b)(1) S Re: Presidential Message to President Ozal (1 pp.) | 03b. Memorandum To: President Bush From: Brent Scowcroft 1/17/91 (b)(1) S Re: Telephone Call to President Ozal (1 pp.) | 03c. Talking Points Points to be Made for Call to President Ozal (1 pp.) n.d. (b)(1). PDF extent: 156 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30513-003.pdf. Catalog: https://catalog.archives.gov/id/470761737.",https://catalog.archives.gov/id/470761737,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-003.pdf
,,,609,Open first,BC 012,Blackwill Chronological Files,Open or screen chronological packet,Open packet first,Turkey,1989-06-01,June 1989 [1],SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greek | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey | memcon | memorandum of conversation,109,453248083,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, June 1989 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248083. Query hit(s): Greek, Cyprus, Turkey, Turkish, Ozal, Ozal + Turkey, memcon, memorandum of conversation, telephone conversation. OCR status: Full PDF OCR reviewed. OCR signals: SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister. PDF extent: 140 pages. Digital object: 41-bpr-nsc-blackwill_chron-30545-001.pdf. Catalog: https://catalog.archives.gov/id/453248083.",https://catalog.archives.gov/id/453248083,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30545-001.pdf
,,,587,High-value source pool,RS 001-002,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,Presidential Meetings--Memorandum of Conversations 7/9/92-12/22/92,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Clerides | Demirel,197,366551685,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/9/92-12/22/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551685. Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Clerides, Demirel, PKK, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91110-002.pdf. Catalog: https://catalog.archives.gov/id/366551685.",https://catalog.archives.gov/id/366551685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-002.pdf
,,,579,High-value source pool,BC 005,Blackwill Chronological Files,Open or screen chronological packet,High-value EastMed search lead,Regional,1989-07-01,July 1989 [1],Greece | Greek | Cyprus | Cypriot | Vassiliou | Vassiliou + Cyprus | Denktash | Turkey,189,453248090,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, July 1989 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248090. Query hit(s): Greece, Greek, Cyprus, Cypriot, Vassiliou, Vassiliou + Cyprus, Denktash, Turkey, Turkish, Ozal, Ozal + Turkey, Greece / Turkey / Cyprus, memorandum of conversation, telephone conversation. OCR status: First four pages OCR reviewed. PDF extent: 135 pages. Digital object: 41-bpr-nsc-blackwill_chron-30546-001.pdf. Catalog: https://catalog.archives.gov/id/453248090.",https://catalog.archives.gov/id/453248090,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30546-001.pdf
,,,568,Open first,CC 075,Central Chronological Files,Open or screen packet index,Open packet first,Greece,1990-06-01,June 1990 [5],Re: Meeting and Lunch with Prime Minister Mitsotakis (3 pp.) | 04b. Talking Points Points to be Made for Meeting with Mitsotakis (5 pp.) n.d. (b)(1) S 04c. Talking Points Points to be Made for Meeting with Mitsotakis (6 pp.) n.d. (b)(1) N) | 04c. Talking Points Points to be Made for Meeting with Mitsotakis (6 pp.) n.d. (b)(1) N) 04d. Report Government Report (2 pp.) 4/30/90 (b)(1) S | Mitsotakis + memorandum of conversation | Greek-Turkish + memorandum | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,68,470761700,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, June 1990 [5].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761700. Query hit(s): Mitsotakis + memorandum of conversation, Greek-Turkish + memorandum, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: Re: Meeting and Lunch with Prime Minister Mitsotakis (3 pp.) | 04b. Talking Points Points to be Made for Meeting with Mitsotakis (5 pp.) n.d. (b)(1) S 04c. Talking Points Points to be Made for Meeting with Mitsotakis (6 pp.) n.d. (b)(1) N) | 04c. Talking Points Points to be Made for Meeting with Mitsotakis (6 pp.) n.d. (b)(1) N) 04d. Report Government Report (2 pp.) 4/30/90 (b)(1) S. PDF extent: 95 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30507-004.pdf. Catalog: https://catalog.archives.gov/id/470761700.",https://catalog.archives.gov/id/470761700,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30507-004.pdf
,,,567,High-value source pool,RS 001-003,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,Presidential Meetings--Memorandum of Conversations 3/3/92-4/28/92,Greece | Greek | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Demirel | Eastern Mediterranean,177,366551682,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 3/3/92-4/28/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551682. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Turkish, Demirel, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-007.pdf. Catalog: https://catalog.archives.gov/id/366551682.",https://catalog.archives.gov/id/366551682,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-007.pdf
,,,564,High-value source pool,RS 001-004,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92,Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean,174,366551681,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551681. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Denktash, Turkey, Turkish, Demirel, PKK, Aegean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-006.pdf. Catalog: https://catalog.archives.gov/id/366551681.",https://catalog.archives.gov/id/366551681,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-006.pdf
,,,562,High-value source pool,RS 001-005,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,Presidential Telephone Calls--Memorandum of Conversations 8/22/90-10/5/90,Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus,172,366551694,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 8/22/90-10/5/90.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551694. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Vassiliou, Turkey, Turkish, Ozal, Eastern Mediterranean, Greece / Turkey / Cyprus, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91112-002.pdf. Catalog: https://catalog.archives.gov/id/366551694.",https://catalog.archives.gov/id/366551694,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-002.pdf
