reviewStatus,compilerDecision,compilerNotes,compilerNumber,recordId,chapter,date,type,title,selectedNaid,selectedCatalogUrl,selectedPdfUrl,scheduleNaids,matchRank,matchScore,matchStatus,matchReasons,candidateId,lane,candidateDate,candidateTitle,candidateNaid,candidatePriority,sourceSeries,candidateCatalogUrl,candidatePdfUrl
,,,3.051,conversation-428081781,Turkey,1991-07-20,Memcon,"Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (2 of 2)",428081781,https://catalog.archives.gov/id/428081781,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Ozal-2.pdf,415891423; 415891424,3,69,Review likely source/context packet,same month: 1991-07; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 002,Central Chronological Files,1991-07-01,July 1991 [2],470761766,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761766,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30518-002.pdf
,,,3.051,conversation-428081781,Turkey,1991-07-20,Memcon,"Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (2 of 2)",428081781,https://catalog.archives.gov/id/428081781,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Ozal-2.pdf,415891423; 415891424,4,69,Review likely source/context packet,same month: 1991-07; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 024,Central Chronological Files,1991-07-01,July 1991 [3],470761767,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761767,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30518-003.pdf
,,,3.051,conversation-428081781,Turkey,1991-07-20,Memcon,"Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (2 of 2)",428081781,https://catalog.archives.gov/id/428081781,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Ozal-2.pdf,415891423; 415891424,5,69,Review likely source/context packet,same month: 1991-07; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 069,Central Chronological Files,1991-07-01,July 1991 [4],470761768,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761768,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30518-004.pdf
,,,3.052,conversation-428081783,Turkey,1991-07-20,Memcon,"President's Meeting with Prime Minister Yilmaz of Turkey, July 20, 1991",428081783,https://catalog.archives.gov/id/428081783,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Yilmaz.pdf,415891423; 415891424,1,99,Review likely source/context packet,"chapter match: Turkey; same month: 1991-07; date signal: July 20, 1991; person signal: yilmaz; country signal: turkey; high-value packet",RS 002-003,Requested source pool: Presidential Daily File,1991-07-20 to 1991-07-20,"Saturday, July 20, 1991",470417260,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470417260,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90610-002.pdf
,,,3.052,conversation-428081783,Turkey,1991-07-20,Memcon,"President's Meeting with Prime Minister Yilmaz of Turkey, July 20, 1991",428081783,https://catalog.archives.gov/id/428081783,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Yilmaz.pdf,415891423; 415891424,2,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 7/11/91-7/22/91; person signal: yilmaz; document-type signal: memcon; country signal: turkey; high-value packet,RS 001-001,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 7/11/91-7/22/91,366551676,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551676,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-001.pdf
,,,3.052,conversation-428081783,Turkey,1991-07-20,Memcon,"President's Meeting with Prime Minister Yilmaz of Turkey, July 20, 1991",428081783,https://catalog.archives.gov/id/428081783,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Yilmaz.pdf,415891423; 415891424,3,69,Review likely source/context packet,same month: 1991-07; person signal: yilmaz; document-type signal: memcon; country signal: turkey,CC 002,Central Chronological Files,1991-07-01,July 1991 [2],470761766,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761766,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30518-002.pdf
,,,3.053,conversation-428081787,Turkey,1991-07-22,Memcon,"President's Meeting with President Ozal of Turkey, July 22, 1991",428081787,https://catalog.archives.gov/id/428081787,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-22--Ozal.pdf,415891427; 415891428,1,121,Review likely source/context packet,chapter match: Turkey; date signal: 7/22/91; date-range signal: 7/11/91-7/22/91; person signal: ozal; document-type signal: memcon; country signal: turkey; high-value packet,RS 001-001,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 7/11/91-7/22/91,366551676,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551676,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-001.pdf
,,,3.053,conversation-428081787,Turkey,1991-07-22,Memcon,"President's Meeting with President Ozal of Turkey, July 22, 1991",428081787,https://catalog.archives.gov/id/428081787,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-22--Ozal.pdf,415891427; 415891428,2,69,Review likely source/context packet,same month: 1991-07; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 002,Central Chronological Files,1991-07-01,July 1991 [2],470761766,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761766,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30518-002.pdf
,,,3.053,conversation-428081787,Turkey,1991-07-22,Memcon,"President's Meeting with President Ozal of Turkey, July 22, 1991",428081787,https://catalog.archives.gov/id/428081787,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-22--Ozal.pdf,415891427; 415891428,3,69,Review likely source/context packet,same month: 1991-07; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 024,Central Chronological Files,1991-07-01,July 1991 [3],470761767,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761767,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30518-003.pdf
,,,3.053,conversation-428081787,Turkey,1991-07-22,Memcon,"President's Meeting with President Ozal of Turkey, July 22, 1991",428081787,https://catalog.archives.gov/id/428081787,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-22--Ozal.pdf,415891427; 415891428,4,69,Review likely source/context packet,same month: 1991-07; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 069,Central Chronological Files,1991-07-01,July 1991 [4],470761768,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761768,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30518-004.pdf
,,,3.053,conversation-428081787,Turkey,1991-07-22,Memcon,"President's Meeting with President Ozal of Turkey, July 22, 1991",428081787,https://catalog.archives.gov/id/428081787,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-22--Ozal.pdf,415891427; 415891428,5,69,Review likely source/context packet,chapter match: Turkey; same month: 1991-07; person signal: ozal; country signal: turkey; high-value packet,RS 002-003,Requested source pool: Presidential Daily File,1991-07-20 to 1991-07-20,"Saturday, July 20, 1991",470417260,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470417260,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90610-002.pdf
,,,3.054,conversation-428081813,Turkey,1991-08-19,Telcon,"Telcon with President Turgut Ozal of Turkey, August 19, 1991",428081813,https://catalog.archives.gov/id/428081813,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-08-19--Ozal.pdf,415891483; 415891484,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 8/5/91-9/25/91; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-013,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 8/5/91-9/25/91,366551701,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551701,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-001.pdf
,,,3.054,conversation-428081813,Turkey,1991-08-19,Telcon,"Telcon with President Turgut Ozal of Turkey, August 19, 1991",428081813,https://catalog.archives.gov/id/428081813,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-08-19--Ozal.pdf,415891483; 415891484,2,77,Review likely source/context packet,same month: 1991-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 028,Central Chronological Files,1991-08-01,August 1991 [2],470761771,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761771,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30519-001.pdf
,,,3.054,conversation-428081813,Turkey,1991-08-19,Telcon,"Telcon with President Turgut Ozal of Turkey, August 19, 1991",428081813,https://catalog.archives.gov/id/428081813,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-08-19--Ozal.pdf,415891483; 415891484,3,69,Review likely source/context packet,same month: 1991-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 006,Central Chronological Files,1991-08-01,August 1991 [3],470761772,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761772,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30519-002.pdf
,,,3.054,conversation-428081813,Turkey,1991-08-19,Telcon,"Telcon with President Turgut Ozal of Turkey, August 19, 1991",428081813,https://catalog.archives.gov/id/428081813,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-08-19--Ozal.pdf,415891483; 415891484,4,69,Review likely source/context packet,same month: 1991-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 009,Central Chronological Files,1991-08-01,August 1991 [4],470761773,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761773,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30519-003.pdf
,,,3.054,conversation-428081813,Turkey,1991-08-19,Telcon,"Telcon with President Turgut Ozal of Turkey, August 19, 1991",428081813,https://catalog.archives.gov/id/428081813,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-08-19--Ozal.pdf,415891483; 415891484,5,69,Review likely source/context packet,same month: 1991-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 010,Central Chronological Files,1991-08-01,August 1991 [1],470761770,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761770,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30518-006.pdf
,,,3.055,conversation-428081911,Turkey,1991-09-09,Telcon,"Telcon with Turgut Ozal, President of Turkey, September 9, 1991",428081911,https://catalog.archives.gov/id/428081911,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-09-09--Ozal.pdf,415891525; 415891526,1,99,Review likely source/context packet,"chapter match: Turkey; same month: 1991-09; date signal: September 9, 1991; person signal: ozal; country signal: turkey; high-value packet",RS 002-018,Requested source pool: Presidential Daily File,1991-09-09 to 1991-09-09,"Monday, September 9, 1991 [1]",470417327,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470417327,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90617-005.pdf
,,,3.055,conversation-428081911,Turkey,1991-09-09,Telcon,"Telcon with Turgut Ozal, President of Turkey, September 9, 1991",428081911,https://catalog.archives.gov/id/428081911,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-09-09--Ozal.pdf,415891525; 415891526,2,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 8/5/91-9/25/91; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-013,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 8/5/91-9/25/91,366551701,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551701,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-001.pdf
,,,3.055,conversation-428081911,Turkey,1991-09-09,Telcon,"Telcon with Turgut Ozal, President of Turkey, September 9, 1991",428081911,https://catalog.archives.gov/id/428081911,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-09-09--Ozal.pdf,415891525; 415891526,3,69,Review likely source/context packet,same month: 1991-09; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 050,Central Chronological Files,1991-09-01,September 1991 [3],470761776,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761776,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30520-001.pdf
,,,3.056,conversation-428082069,Turkey,1991-12-05,Telcon,"Telcon with Prime Minister Demirel of Turkey, December 5, 1991",428082069,https://catalog.archives.gov/id/428082069,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-12-05--Demirel.pdf,415891702; 415891703,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 9/27/91-12/25/91; person signal: demirel; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-027,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 9/27/91-12/25/91,366551702,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551702,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-002.pdf
,,,3.056,conversation-428082069,Turkey,1991-12-05,Telcon,"Telcon with Prime Minister Demirel of Turkey, December 5, 1991",428082069,https://catalog.archives.gov/id/428082069,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-12-05--Demirel.pdf,415891702; 415891703,2,69,Review likely source/context packet,same month: 1991-12; person signal: demirel; document-type signal: telcon; country signal: turkey,CC 014,Central Chronological Files,1991-12-01,December 1991 [1],470761786,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761786,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30522-001.pdf
,,,3.057,conversation-428082117,Turkey,1992-01-12,Telcon,"Telcon with President Turgut Ozal of Turkey, January 12, 1991",428082117,https://catalog.archives.gov/id/428082117,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-12--Ozal.pdf,415891779; 415891780,,,No source-lane match above threshold,,,,,,,,,,
,,,3.058,conversation-428082173,Turkey,1992-04-28,Memcon,"Meeting with President Turgut Ozal of Turkey, April 28, 1992",428082173,https://catalog.archives.gov/id/428082173,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-04-28--Ozal.pdf,415891994; 415891995,1,99,Review likely source/context packet,"chapter match: Turkey; same month: 1992-04; date signal: April 28, 1992; person signal: ozal; country signal: turkey; high-value packet",RS 002-009,Requested source pool: Presidential Daily File,1992-04-28 to 1992-04-28,"Tuesday, April 28, 1992 [3]",470417738,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470417738,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90674-002.pdf
,,,3.058,conversation-428082173,Turkey,1992-04-28,Memcon,"Meeting with President Turgut Ozal of Turkey, April 28, 1992",428082173,https://catalog.archives.gov/id/428082173,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-04-28--Ozal.pdf,415891994; 415891995,2,69,Review likely source/context packet,same month: 1992-04; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 051,Central Chronological Files,1992-04-01,April 1992 [1],470761802,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761802,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30524-005.pdf
,,,3.059,conversation-428082213,Turkey,1992-05-07,Telcon,"Telcon with President Turgut Ozal of Turkey, May 7, 1992",428082213,https://catalog.archives.gov/id/428082213,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-05-07--Ozal.pdf,415892013; 415892014,1,89,Review likely source/context packet,chapter match: Turkey; same month: 1992-05; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 005,Central Chronological Files,1992-05-01,May 1992 [5],470761812,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761812,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30526-003.pdf
,,,3.060,conversation-428082217,Turkey,1992-05-11,Telcon,"Telcon with Prime Minister Demirel of Turkey, May 11, 1992",428082217,https://catalog.archives.gov/id/428082217,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-05-11--Demirel.pdf,415892021; 415892022,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 4/10/92-6/30/92; person signal: demirel; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-017,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 4/10/92-6/30/92,366551704,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551704,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-004.pdf
,,,3.060,conversation-428082217,Turkey,1992-05-11,Telcon,"Telcon with Prime Minister Demirel of Turkey, May 11, 1992",428082217,https://catalog.archives.gov/id/428082217,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-05-11--Demirel.pdf,415892021; 415892022,2,89,Review likely source/context packet,chapter match: Turkey; same month: 1992-05; person signal: demirel; document-type signal: telcon; country signal: turkey; open-first packet,CC 005,Central Chronological Files,1992-05-01,May 1992 [5],470761812,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761812,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30526-003.pdf
,,,3.060,conversation-428082217,Turkey,1992-05-11,Telcon,"Telcon with Prime Minister Demirel of Turkey, May 11, 1992",428082217,https://catalog.archives.gov/id/428082217,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-05-11--Demirel.pdf,415892021; 415892022,3,69,Review likely source/context packet,same month: 1992-05; person signal: demirel; document-type signal: telcon; country signal: turkey,CC 054,Central Chronological Files,1992-05-01,May 1992 [3],470761810,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761810,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30526-001.pdf
,,,3.061,conversation-428082249,Turkey,1992-06-23,Telcon,"Telcon with Prime Minister Demirel of Turkey, June 23, 1992",428082249,https://catalog.archives.gov/id/428082249,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-23--Demirel.pdf,415892108; 415892109,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 4/10/92-6/30/92; person signal: demirel; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-017,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 4/10/92-6/30/92,366551704,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551704,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-004.pdf
,,,3.061,conversation-428082249,Turkey,1992-06-23,Telcon,"Telcon with Prime Minister Demirel of Turkey, June 23, 1992",428082249,https://catalog.archives.gov/id/428082249,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-23--Demirel.pdf,415892108; 415892109,2,89,Review likely source/context packet,chapter match: Turkey; same month: 1992-06; person signal: demirel; document-type signal: telcon; country signal: turkey; open-first packet,CC 017,Central Chronological Files,1992-06-01,June 1992 [4],470761816,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761816,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30527-002.pdf
,,,3.061,conversation-428082249,Turkey,1992-06-23,Telcon,"Telcon with Prime Minister Demirel of Turkey, June 23, 1992",428082249,https://catalog.archives.gov/id/428082249,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-23--Demirel.pdf,415892108; 415892109,3,69,Review likely source/context packet,chapter match: Turkey; same month: 1992-06; person signal: demirel; country signal: turkey; high-value packet,RS 002-019,Requested source pool: Presidential Daily File,1992-06-24 to 1992-06-24,"Wednesday, June 24, 1992 [1]",470417864,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470417864,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90691-004.pdf
,,,3.062,conversation-428082251,Turkey,1992-06-26,Telcon,"Telcon with Prime Minister Demirel of Turkey, June 26, 1992",428082251,https://catalog.archives.gov/id/428082251,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-26--Demirel.pdf,415892114; 415892115,1,119,Review likely source/context packet,chapter match: Turkey; same month: 1992-06; date signal: 6/26/92; person signal: demirel; document-type signal: telcon; country signal: turkey; open-first packet,CC 017,Central Chronological Files,1992-06-01,June 1992 [4],470761816,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761816,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30527-002.pdf
,,,3.062,conversation-428082251,Turkey,1992-06-26,Telcon,"Telcon with Prime Minister Demirel of Turkey, June 26, 1992",428082251,https://catalog.archives.gov/id/428082251,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-26--Demirel.pdf,415892114; 415892115,2,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 4/10/92-6/30/92; person signal: demirel; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-017,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 4/10/92-6/30/92,366551704,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551704,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-004.pdf
,,,3.062,conversation-428082251,Turkey,1992-06-26,Telcon,"Telcon with Prime Minister Demirel of Turkey, June 26, 1992",428082251,https://catalog.archives.gov/id/428082251,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-26--Demirel.pdf,415892114; 415892115,3,69,Review likely source/context packet,chapter match: Turkey; same month: 1992-06; person signal: demirel; country signal: turkey; high-value packet,RS 002-019,Requested source pool: Presidential Daily File,1992-06-24 to 1992-06-24,"Wednesday, June 24, 1992 [1]",470417864,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470417864,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90691-004.pdf
