reviewStatus,compilerDecision,compilerNotes,draftDocumentNumber,compilerNumber,chapter,date,headingDraft,title,participants,releaseStatus,accessRestriction,pageCount,naid,catalogDerivedSourceNote,sourceNoteProvenance,currentSourceNote,sourceNoteGaps,scheduleEvidence,catalogUrl,pdfUrl
,,,63,3.046,Turkey,1991-05-07,Editorial Note / Document Search Pending,"Telephone Call to Turgut Ozal, May 7, 1991",George H. W. Bush; Turgut Ozal,Marker / no memorandum listed,Unrestricted,2,428081649,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telephone Call to Turgut Ozal, May 7, 1991.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Marker / no memorandum listed; Catalog access: Unrestricted; NAID 428081649; PDF extent: 2 pages; digital object: 1991-05-07--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telephone Call to Turgut Ozal, May 7, 1991.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text | Resolve release/marker status before final selection",[Presidential Daily Diary] 5/7/1991 - NAID 415891274 || [Presidential Daily Backup] 5/7/1991 - NAID 415891275,https://catalog.archives.gov/id/428081649,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-05-07--Ozal.pdf
,,,64,3.047,Turkey,1991-06-04,Memorandum of Telephone Conversation,"Telcon with Turgut Ozal, President of Turkey on June 4, 1991",George H. W. Bush; Turgut Ozal,Full,Unrestricted,5,428081713,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Turgut Ozal, President of Turkey on June 4, 1991.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428081713; PDF extent: 5 pages; digital object: 1991-06-04--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Turgut Ozal, President of Turkey on June 4, 1991.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 6/4/1991 - NAID 415891331 || [Presidential Daily Backup] 6/4/1991 - NAID 415891332,https://catalog.archives.gov/id/428081713,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-06-04--Ozal.pdf
,,,65,3.048,Turkey,1991-06-13,Memorandum of Telephone Conversation,"Telcon with Turgut Ozal, President of Turkey on June 13, 1991",George H. W. Bush; Turgut Ozal,Full,Unrestricted,5,428081719,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Turgut Ozal, President of Turkey on June 13, 1991.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428081719; PDF extent: 5 pages; digital object: 1991-06-13--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Turgut Ozal, President of Turkey on June 13, 1991.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 6/13/1991 - NAID 415891349 || [Presidential Daily Backup] 6/13/1991 - NAID 415891350,https://catalog.archives.gov/id/428081719,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-06-13--Ozal.pdf
,,,66,3.049,Turkey,1991-07-10,Memorandum of Telephone Conversation,"Telephone Call with Turgut Ozal, President of Turkey on July 10, 1991",George H. W. Bush; Turgut Ozal,Partial,Restricted - Partly,5,428081761,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telephone Call with Turgut Ozal, President of Turkey on July 10, 1991.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Partial; Catalog access: Restricted - Partly; NAID 428081761; PDF extent: 5 pages; digital object: 1991-07-10--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telephone Call with Turgut Ozal, President of Turkey on July 10, 1991.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text | Resolve release/marker status before final selection",[Presidential Daily Diary] 7/10/1991 - NAID 415891403 || [Presidential Daily Backup] 7/10/1991 - NAID 415891404,https://catalog.archives.gov/id/428081761,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-07-10--Ozal.pdf
,,,67,3.050,Turkey,1991-07-20,Memorandum of Conversation,"Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (1 of 2)",George H. W. Bush; Turgut Ozal,Full,Unrestricted,1,428081779,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (1 of 2).","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428081779; PDF extent: 1 pages; digital object: 1991-07-20--Ozal-1.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (1 of 2).","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 7/20/1991 - NAID 415891423 || [Presidential Daily Backup] 7/20/1991 - NAID 415891424,https://catalog.archives.gov/id/428081779,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Ozal-1.pdf
,,,68,3.051,Turkey,1991-07-20,Memorandum of Conversation,"Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (2 of 2)",George H. W. Bush; Turgut Ozal,Full,Unrestricted,10,428081781,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (2 of 2).","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428081781; PDF extent: 10 pages; digital object: 1991-07-20--Ozal-2.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (2 of 2).","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 7/20/1991 - NAID 415891423 || [Presidential Daily Backup] 7/20/1991 - NAID 415891424,https://catalog.archives.gov/id/428081781,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Ozal-2.pdf
,,,69,3.052,Turkey,1991-07-20,Memorandum of Conversation,"President's Meeting with Prime Minister Yilmaz of Turkey, July 20, 1991",George H. W. Bush; A. Mesut Yilmaz,Full,Unrestricted,5,428081783,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, President's Meeting with Prime Minister Yilmaz of Turkey, July 20, 1991.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428081783; PDF extent: 5 pages; digital object: 1991-07-20--Yilmaz.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, President's Meeting with Prime Minister Yilmaz of Turkey, July 20, 1991.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 7/20/1991 - NAID 415891423 || [Presidential Daily Backup] 7/20/1991 - NAID 415891424,https://catalog.archives.gov/id/428081783,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Yilmaz.pdf
,,,70,3.053,Turkey,1991-07-22,Memorandum of Conversation,"President's Meeting with President Ozal of Turkey, July 22, 1991",George H. W. Bush; Turgut Ozal,Full,Unrestricted,7,428081787,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, President's Meeting with President Ozal of Turkey, July 22, 1991.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428081787; PDF extent: 7 pages; digital object: 1991-07-22--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, President's Meeting with President Ozal of Turkey, July 22, 1991.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 7/22/1991 - NAID 415891427 || [Presidential Daily Backup] 7/22/1991 - NAID 415891428,https://catalog.archives.gov/id/428081787,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-22--Ozal.pdf
,,,71,3.054,Turkey,1991-08-19,Memorandum of Telephone Conversation,"Telcon with President Turgut Ozal of Turkey, August 19, 1991",George H. W. Bush; Turgut Ozal,Full,Unrestricted,4,428081813,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, August 19, 1991.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428081813; PDF extent: 4 pages; digital object: 1991-08-19--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, August 19, 1991.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 8/19/1991 - NAID 415891483 || [Presidential Daily Backup] 8/19/1991 - NAID 415891484,https://catalog.archives.gov/id/428081813,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-08-19--Ozal.pdf
,,,72,3.055,Turkey,1991-09-09,Memorandum of Telephone Conversation,"Telcon with Turgut Ozal, President of Turkey, September 9, 1991",George H. W. Bush; Turgut Ozal,Full,Unrestricted,4,428081911,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Turgut Ozal, President of Turkey, September 9, 1991.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428081911; PDF extent: 4 pages; digital object: 1991-09-09--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Turgut Ozal, President of Turkey, September 9, 1991.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 9/9/1991 - NAID 415891525 || [Presidential Daily Backup] 9/9/1991 - NAID 415891526,https://catalog.archives.gov/id/428081911,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-09-09--Ozal.pdf
,,,73,3.056,Turkey,1991-12-05,Memorandum of Telephone Conversation,"Telcon with Prime Minister Demirel of Turkey, December 5, 1991",George H. W. Bush; Suleyman Demirel,Full,Unrestricted,3,428082069,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, December 5, 1991.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428082069; PDF extent: 3 pages; digital object: 1991-12-05--Demirel.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, December 5, 1991.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 12/5/1991 - NAID 415891702 || [Presidential Daily Backup] 12/5/1991 - NAID 415891703,https://catalog.archives.gov/id/428082069,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-12-05--Demirel.pdf
,,,74,3.057,Turkey,1992-01-12,Memorandum of Telephone Conversation,"Telcon with President Turgut Ozal of Turkey, January 12, 1991",George H. W. Bush; Turgut Ozal,Full,Unrestricted,3,428082117,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, January 12, 1991.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428082117; PDF extent: 3 pages; digital object: 1991-01-12--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, January 12, 1991.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text | Resolve data-quality issue(s): Filename/date mismatch (Doc 3.057)",[Presidential Daily Diary] 1/12/1992 - NAID 415891779 || [Presidential Daily Backup] 1/12/1992 - NAID 415891780,https://catalog.archives.gov/id/428082117,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-12--Ozal.pdf
,,,75,3.058,Turkey,1992-04-28,Memorandum of Conversation,"Meeting with President Turgut Ozal of Turkey, April 28, 1992",George H. W. Bush; Turgut Ozal,Full,Unrestricted,5,428082173,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting with President Turgut Ozal of Turkey, April 28, 1992.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428082173; PDF extent: 5 pages; digital object: 1992-04-28--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting with President Turgut Ozal of Turkey, April 28, 1992.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 4/28/1992 - NAID 415891994 || [Presidential Daily Backup] 4/28/1992 - NAID 415891995,https://catalog.archives.gov/id/428082173,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-04-28--Ozal.pdf
,,,76,3.059,Turkey,1992-05-07,Memorandum of Telephone Conversation,"Telcon with President Turgut Ozal of Turkey, May 7, 1992",George H. W. Bush; Turgut Ozal,Full,Unrestricted,2,428082213,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, May 7, 1992.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428082213; PDF extent: 2 pages; digital object: 1992-05-07--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, May 7, 1992.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 5/7/1992 - NAID 415892013 || [Presidential Daily Backup] 5/7/1992 - NAID 415892014,https://catalog.archives.gov/id/428082213,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-05-07--Ozal.pdf
,,,77,3.060,Turkey,1992-05-11,Memorandum of Telephone Conversation,"Telcon with Prime Minister Demirel of Turkey, May 11, 1992",George H. W. Bush; Suleyman Demirel,Partial,Restricted - Partly,4,428082217,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, May 11, 1992.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Partial; Catalog access: Restricted - Partly; NAID 428082217; PDF extent: 4 pages; digital object: 1992-05-11--Demirel.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, May 11, 1992.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text | Resolve release/marker status before final selection",[Presidential Daily Diary] 5/11/1992 - NAID 415892021 || [Presidential Daily Backup] 5/11/1992 - NAID 415892022,https://catalog.archives.gov/id/428082217,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-05-11--Demirel.pdf
,,,78,3.061,Turkey,1992-06-23,Memorandum of Telephone Conversation,"Telcon with Prime Minister Demirel of Turkey, June 23, 1992",George H. W. Bush; Suleyman Demirel,Full,Unrestricted,3,428082249,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, June 23, 1992.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428082249; PDF extent: 3 pages; digital object: 1992-06-23--Demirel.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, June 23, 1992.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 6/23/1992 - NAID 415892108 || [Presidential Daily Backup] 6/23/1992 - NAID 415892109,https://catalog.archives.gov/id/428082249,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-23--Demirel.pdf
,,,79,3.062,Turkey,1992-06-26,Memorandum of Telephone Conversation,"Telcon with Prime Minister Demirel of Turkey, June 26, 1992",George H. W. Bush; Suleyman Demirel,Full,Unrestricted,3,428082251,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, June 26, 1992.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428082251; PDF extent: 3 pages; digital object: 1992-06-26--Demirel.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, June 26, 1992.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text | Resolve data-quality issue(s): Schedule title caveat (Doc 3.062 / Schedule NAID 415892114)",[Presidential Daily Diary] 6/26/1992 [EMPTY] - NAID 415892114 || [Presidential Daily Backup] 6/26/1992 - NAID 415892115,https://catalog.archives.gov/id/428082251,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-26--Demirel.pdf
,,,80,3.063,Turkey,1992-07-09,Memorandum of Conversation,"Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992",George H. W. Bush; Suleyman Demirel,Full,Unrestricted,3,428082289,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428082289; PDF extent: 3 pages; digital object: 1992-07-09--Demirel.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text | Resolve data-quality issue(s): Schedule title caveat (Doc 3.063 / Schedule NAID 415892141)",[Presidential Daily Diary] 7/9/1992 [EMPTY] - NAID 415892141 || [Presidential Daily Backup] 7/9/1992 - NAID 415892142,https://catalog.archives.gov/id/428082289,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Demirel.pdf
,,,81,3.064,Turkey,1992-08-01,Memorandum of Telephone Conversation,"Telephone Conversation with Prime Minister Suleyman Demirel of Turkey, August 1, 1992",George H. W. Bush; Suleyman Demirel,Partial,Restricted - Partly,4,428082337,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telephone Conversation with Prime Minister Suleyman Demirel of Turkey, August 1, 1992.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Partial; Catalog access: Restricted - Partly; NAID 428082337; PDF extent: 4 pages; digital object: 1992-08-01--Demirel.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telephone Conversation with Prime Minister Suleyman Demirel of Turkey, August 1, 1992.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text | Resolve release/marker status before final selection",[Presidential Daily Diary] 8/1/1992 - NAID 415892188 || [Presidential Daily Backup] 8/1/1992 - NAID 415892189,https://catalog.archives.gov/id/428082337,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-08-01--Demirel.pdf
,,,82,3.065,Turkey,1992-12-05,Memorandum of Telephone Conversation,"Telcon with President Turgut Ozal of Turkey, December 5, 1992",George H. W. Bush; Turgut Ozal,Full,Unrestricted,3,428082409,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, December 5, 1992.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428082409; PDF extent: 3 pages; digital object: 1992-12-05--Ozal.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, December 5, 1992.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Diary] 12/05/1992 - NAID 415892440 || [Presidential Daily Backup] 12/05/1992 - NAID 415892441,https://catalog.archives.gov/id/428082409,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-05--Ozal.pdf
,,,83,3.066,Turkey,1992-12-24,Memorandum of Telephone Conversation,"Telcon with Suleyman Demirel, Prime Minister of Turkey, December 24, 1992",George H. W. Bush; Suleyman Demirel,Full,Unrestricted,3,428082437,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Suleyman Demirel, Prime Minister of Turkey, December 24, 1992.","FRUS source-note draft is Catalog-derived and limited to repository, record group/collection, series, and title. Catalog provenance retained separately: public Catalog release status: Full; Catalog access: Unrestricted; NAID 428082437; PDF extent: 3 pages; digital object: 1992-12-24--Demirel.pdf. Final publication check: confirm original classification marking, drafting/clearance/distribution details, marginalia, and exact archival container/OA-ID against the PDF or Library metadata.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Suleyman Demirel, Prime Minister of Turkey, December 24, 1992.","Confirm classification marking from PDF | Confirm place/time and drafting/clearance details from text | Keep Catalog release/access/NAID in provenance fields, not final FRUS source-note text",[Presidential Daily Backup] 12/24/1992 - NAID 415892479,https://catalog.archives.gov/id/428082437,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-24--Demirel.pdf
